customerkey,gender,city,state,country,continent,age
1548406,Male,Metairie,Louisiana,United States,North America,57
1548410,Male,Hanover,Maryland,United States,North America,83
1548524,Male,Horsham,Pennsylvania,United States,North America,59
1548647,Male,Boston,Massachusetts,United States,North America,53
1548927,Female,Chicago,Illinois,United States,North America,85
1548942,Female,San Antonio,Texas,United States,North America,44
1549048,Female,Worcester,Massachusetts,United States,North America,55
1549273,Male,Deerfield Beach,Florida,United States,North America,77
1549412,Male,Cambridge,Massachusetts,United States,North America,67
1549476,Male,Chicago,Illinois,United States,North America,35
1549493,Female,Brookshire,Texas,United States,North America,38
1549671,Male,Little Rock,Arkansas,United States,North America,65
1549707,Male,Framingham,Massachusetts,United States,North America,40
1549716,Female,Washington,Washington DC,United States,North America,40
1549910,Female,Chicago,Illinois,United States,North America,57
1549951,Male,Schiller Park,Illinois,United States,North America,30
1549964,Female,South Ozone Park,New York,United States,North America,39
1550157,Female,Rushville,Missouri,United States,North America,61
1550192,Male,Atlanta,Georgia,United States,North America,22
1550479,Female,Kingfisher,Oklahoma,United States,North America,88
1550543,Male,Richmond,Virginia,United States,North America,47
1550559,Female,Jacksonville,Florida,United States,North America,46
1550578,Female,Portland,California,United States,North America,79
1550879,Male,Wahiawa,Hawaii,United States,North America,67
1550927,Female,Charlotte,North Carolina,United States,North America,72
1551040,Male,Cincinnati,Ohio,United States,North America,74
1551051,Male,Doral,Florida,United States,North America,69
1551066,Male,Buffalo,New York,United States,North America,32
1551319,Male,Moorestown,New Jersey,United States,North America,62
1551427,Male,Custer,South Dakota,United States,North America,40
1551531,Female,Seattle,Washington,United States,North America,23
1551713,Female,Lynn,Massachusetts,United States,North America,45
1551714,Male,Westerville,Ohio,United States,North America,58
1552354,Male,San Antonio,Texas,United States,North America,70
1552401,Male,Westland,Michigan,United States,North America,46
1552478,Female,Chicago,Illinois,United States,North America,88
1552696,Male,New Ulm,Minnesota,United States,North America,77
1552741,Female,Saint Louis,Missouri,United States,North America,68
1552753,Female,Springfield,Massachusetts,United States,North America,46
1552789,Female,Forbush,North Carolina,United States,North America,55
1553271,Male,Hartford City,Indiana,United States,North America,30
1553334,Male,New York,New York,United States,North America,47
1553365,Male,Corona,California,United States,North America,65
1553366,Female,Fenton,Missouri,United States,North America,43
1553446,Male,Wellesley,Massachusetts,United States,North America,79
1553478,Female,Kansas City,Kansas,United States,North America,80
1553574,Male,Southfield,Michigan,United States,North America,88
1553965,Male,Greenville,South Carolina,United States,North America,81
1554137,Female,Dulles,Virginia,United States,North America,32
1554303,Male,Reagan,Texas,United States,North America,61
1554591,Female,Kearns,Utah,United States,North America,22
1554806,Female,New York,New York,United States,North America,76
1554835,Female,Houston,Texas,United States,North America,38
1555078,Male,Memphis,Tennessee,United States,North America,44
1555615,Male,Ada,Ohio,United States,North America,47
1556134,Female,San Francisco,California,United States,North America,46
1556280,Female,Dublin,California,United States,North America,24
1556431,Female,Saint Clairsville,Ohio,United States,North America,34
1556602,Female,Florence,South Carolina,United States,North America,83
1556707,Male,Los Angeles,California,United States,North America,79
1556976,Male,Palmyra,Virginia,United States,North America,47
1557161,Male,Metropolis,Illinois,United States,North America,50
1557174,Male,East Liverpool,Ohio,United States,North America,69
1557251,Female,New Brunswick,New Jersey,United States,North America,60
1557502,Female,Dayton,Ohio,United States,North America,76
1557593,Female,Florence,South Carolina,United States,North America,30
1557688,Female,Xenia,Ohio,United States,North America,54
1557761,Male,Victoria,Minnesota,United States,North America,22
1557811,Female,Southfield,Michigan,United States,North America,30
1558208,Male,Manchester,Missouri,United States,North America,64
1558311,Female,Prescott,Arizona,United States,North America,70
1558454,Female,Moore,Idaho,United States,North America,31
1558511,Male,Plano,Texas,United States,North America,81
1558551,Female,Peoria,Illinois,United States,North America,51
1558588,Female,San Jose,California,United States,North America,25
1558616,Female,Chattanooga,Tennessee,United States,North America,84
1558640,Female,Framingham,Massachusetts,United States,North America,51
1558652,Female,Dallas,Texas,United States,North America,42
1558964,Male,New York,New York,United States,North America,41
1559125,Female,Twin Falls,Idaho,United States,North America,65
1559226,Female,Los Angeles,California,United States,North America,36
1559342,Female,Tharp,Texas,United States,North America,61
1559404,Male,Sacramento,California,United States,North America,29
1559552,Female,Elmsford,New York,United States,North America,85
1559597,Female,Clarksburg,California,United States,North America,75
1559711,Male,Baltimore,Maryland,United States,North America,74
1559760,Female,Fair Oaks,California,United States,North America,32
1559820,Female,Chesterton,Indiana,United States,North America,41
1560123,Female,Akron,Ohio,United States,North America,60
1560282,Male,San Diego,California,United States,North America,29
1560490,Male,Boulder,Colorado,United States,North America,77
1560587,Male,Nashville,Tennessee,United States,North America,59
1560641,Female,Las Vegas,Nevada,United States,North America,54
1560793,Female,Columbus,Ohio,United States,North America,83
1561059,Male,Washington,Washington DC,United States,North America,21
1561377,Male,Baltimore,Maryland,United States,North America,45
1561454,Female,Austin,Texas,United States,North America,58
1561561,Female,Ontario,California,United States,North America,50
1561677,Female,Worcester,Massachusetts,United States,North America,23
1561764,Male,Stephenville,Texas,United States,North America,24
1561945,Female,Bethlehem,Pennsylvania,United States,North America,88
1561955,Male,Three Rivers,Michigan,United States,North America,86
1562024,Female,Tupelo,Mississippi,United States,North America,23
1562099,Male,Champaign,Illinois,United States,North America,69
1562638,Female,Baltimore,Maryland,United States,North America,83
1562703,Female,Lubbock,Texas,United States,North America,51
1562806,Male,Fresno,California,United States,North America,46
1562994,Male,California,California,United States,North America,76
1563045,Female,Cedar Rapids,Iowa,United States,North America,76
1563218,Male,Bedford,Massachusetts,United States,North America,42
1563279,Female,Newnan,Georgia,United States,North America,59
1563724,Female,Indianapolis,Indiana,United States,North America,59
1563746,Male,Dallas,Texas,United States,North America,74
1563991,Male,Pine Bluff,Arkansas,United States,North America,34
1564187,Male,Wheatland,Wyoming,United States,North America,46
1564311,Male,Stockton,California,United States,North America,86
1564394,Male,Belleville,New Jersey,United States,North America,55
1564441,Female,Lompoc,California,United States,North America,39
1564526,Female,Dallas,Texas,United States,North America,49
1564649,Female,Salina,Kansas,United States,North America,34
1564727,Male,Fort Wayne,Indiana,United States,North America,64
1564733,Male,Dayton,Ohio,United States,North America,79
1564826,Female,San Francisco,California,United States,North America,63
1564987,Female,Houston,Texas,United States,North America,66
1565185,Female,Wheeling,West Virginia,United States,North America,61
1565570,Female,Palmdale,California,United States,North America,26
1565622,Female,Meadville,Pennsylvania,United States,North America,38
1565782,Female,Bluegrass,Virginia,United States,North America,49
1565847,Male,Montgomery,Alabama,United States,North America,27
1566037,Female,Aurora,Illinois,United States,North America,42
1566143,Female,San Diego,California,United States,North America,36
1566368,Female,Tampa,Florida,United States,North America,36
1566584,Female,Seattle,Washington,United States,North America,77
1566670,Male,Owatonna,Minnesota,United States,North America,26
1566740,Female,Fort Worth,Kansas,United States,North America,71
1566742,Male,Minneapolis,Minnesota,United States,North America,71
1567069,Female,Phoenix,Arizona,United States,North America,70
1567343,Female,Dagsboro,Delaware,United States,North America,76
1567347,Female,Atlanta,Georgia,United States,North America,30
1567503,Male,Berlin,Maryland,United States,North America,32
1567570,Male,Bakersfield,California,United States,North America,88
1567678,Female,Grand Forks,North Dakota,United States,North America,72
1567719,Female,Chicago,Illinois,United States,North America,71
1567774,Male,Minneapolis,Minnesota,United States,North America,40
1568116,Female,Norwalk,Connecticut,United States,North America,25
1568316,Male,Rosemount,Minnesota,United States,North America,30
1568944,Female,Menasha,Wisconsin,United States,North America,88
1569038,Female,Worthington,Ohio,United States,North America,29
1569144,Female,Southfield,Michigan,United States,North America,83
1569496,Male,Bellevue,Michigan,United States,North America,54
1569601,Male,Bensenville,Illinois,United States,North America,35
1569702,Female,Garfield Heights,Ohio,United States,North America,65
1569944,Female,Nashville,Tennessee,United States,North America,61
1570075,Male,San Antonio,Texas,United States,North America,70
1570164,Male,San Diego,California,United States,North America,68
1570185,Female,Biloxi,Mississippi,United States,North America,65
1570220,Female,Centennial,Colorado,United States,North America,38
1570381,Male,Bakersfield,California,United States,North America,53
1570517,Male,Myrtle,Missouri,United States,North America,46
1570733,Male,Craig,Colorado,United States,North America,85
1570781,Female,Bastrop,Texas,United States,North America,25
1570784,Female,Camden,New Jersey,United States,North America,85
1570925,Male,Wadena,Minnesota,United States,North America,63
1571048,Female,Houston,Texas,United States,North America,50
1571124,Male,Las Vegas,Nevada,United States,North America,84
1571169,Male,Elmsford,New York,United States,North America,72
1571311,Male,Indianapolis,Indiana,United States,North America,35
1571374,Female,Brisbane,California,United States,North America,33
1571665,Female,Irvine,California,United States,North America,73
1571781,Male,Honolulu,Hawaii,United States,North America,50
1571856,Female,Southfield,Michigan,United States,North America,48
1571957,Male,Maryville,Tennessee,United States,North America,29
1572081,Female,Sugar Land,Texas,United States,North America,36
1572109,Male,Swanton,Nebraska,United States,North America,53
1572157,Female,Tigard,Oregon,United States,North America,65
1572239,Female,Greenville,South Carolina,United States,North America,30
1572283,Female,Bloomington,Illinois,United States,North America,79
1572390,Female,Hinesville,Georgia,United States,North America,35
1572416,Male,Chicago,Illinois,United States,North America,30
1572525,Female,Hordville,Nebraska,United States,North America,37
1572607,Male,Mobile,Alabama,United States,North America,54
1572714,Female,Westborough,Massachusetts,United States,North America,57
1572728,Female,Wichita,Kansas,United States,North America,39
1572877,Male,Silver Spring,Maryland,United States,North America,46
1573050,Male,Derby,Connecticut,United States,North America,35
1573316,Male,East Point,Georgia,United States,North America,28
1573427,Female,South Burlington,Vermont,United States,North America,82
1573485,Female,Portland,Oregon,United States,North America,86
1573906,Male,Little Rock,Arkansas,United States,North America,27
1574161,Male,Chicago,Illinois,United States,North America,54
1574202,Female,Sarasota,Florida,United States,North America,32
1574270,Male,Los Angeles,California,United States,North America,75
1574290,Female,New York,New York,United States,North America,58
1574307,Male,Stockton,California,United States,North America,21
1574553,Male,Charlotte,North Carolina,United States,North America,37
1574605,Male,New Orleans,Louisiana,United States,North America,26
1575066,Male,Crown Point,Indiana,United States,North America,83
1575457,Male,Portland,Oregon,United States,North America,35
1575584,Female,Manchester,New Hampshire,United States,North America,46
1575642,Female,Monticello,Minnesota,United States,North America,42
1575801,Male,New Stanton,Pennsylvania,United States,North America,56
1575920,Male,Portland,Washington,United States,North America,47
1576331,Male,Burlington Junction,Missouri,United States,North America,26
1576374,Male,Phoenix,Arizona,United States,North America,77
1576532,Female,Rockwood,Maine,United States,North America,35
1576610,Male,Spokane,Washington,United States,North America,51
1576676,Male,Reston,Virginia,United States,North America,25
1577191,Male,Lexington,Kentucky,United States,North America,42
1577224,Female,Long Beach,California,United States,North America,75
1577297,Female,Stockton,California,United States,North America,85
1577472,Female,New York,New York,United States,North America,83
1577535,Female,Lovell,Montana,United States,North America,46
1577659,Male,Northbrook,Illinois,United States,North America,41
1577700,Male,Westerville,Ohio,United States,North America,33
1577921,Female,Beltsville,Virginia,United States,North America,57
1578249,Female,Orangeburg,New York,United States,North America,27
1578928,Male,Piscataway,New Jersey,United States,North America,28
1578933,Female,Grand Prairie,Texas,United States,North America,32
1579183,Male,Atlanta,Georgia,United States,North America,43
1579553,Male,Chattanooga,Tennessee,United States,North America,24
1579735,Male,Newburyport,Massachusetts,United States,North America,36
1579793,Female,Jacksonville,Florida,United States,North America,51
1579839,Female,Denver,Colorado,United States,North America,58
1579971,Male,Antioch,California,United States,North America,31
1579996,Female,Albany,New York,United States,North America,63
1579999,Male,Stlouis,Missouri,United States,North America,87
1580391,Female,Louisville,Kentucky,United States,North America,51
1580446,Male,Altoona,Pennsylvania,United States,North America,26
1580459,Female,Dallas,Texas,United States,North America,62
1581067,Female,Pittsburgh,Pennsylvania,United States,North America,69
1581139,Female,Weaverville,North Carolina,United States,North America,68
1581375,Male,Bridgeville,Pennsylvania,United States,North America,79
1581545,Male,Augusta,Georgia,United States,North America,25
1581565,Male,Tulsa,Oklahoma,United States,North America,66
1581788,Male,San Diego,California,United States,North America,80
1581888,Female,Boulder,Colorado,United States,North America,47
1581992,Male,Rochelle Park,New Jersey,United States,North America,39
1582077,Male,Tampa,Florida,United States,North America,62
1582099,Male,Springfield,Massachusetts,United States,North America,32
1582192,Male,Centralia,Illinois,United States,North America,81
1582197,Female,Greenville,North Carolina,United States,North America,56
1582515,Male,Genoa,Colorado,United States,North America,26
1582605,Male,Tukwila,Washington,United States,North America,66
1582684,Female,Williamsport,Pennsylvania,United States,North America,27
1582685,Female,Bethalto,Illinois,United States,North America,27
1582741,Female,Gainesville,Florida,United States,North America,48
1582814,Male,Goldsboro,North Carolina,United States,North America,28
1582959,Female,Minot,North Dakota,United States,North America,58
1583166,Male,Center,Texas,United States,North America,40
1583170,Male,Floral Park,New York,United States,North America,53
1583342,Male,Saint Joseph,Missouri,United States,North America,85
1583359,Female,Stamford,Connecticut,United States,North America,61
1583546,Male,St Cloud,Minnesota,United States,North America,74
1583625,Female,Bridgeview,Illinois,United States,North America,52
1583892,Male,Brooklyn,New York,United States,North America,54
1583943,Female,Cambridge,Massachusetts,United States,North America,85
1584109,Male,Columbia,South Carolina,United States,North America,37
1584334,Female,Norcross,Georgia,United States,North America,74
1584479,Male,Santa Barbara,California,United States,North America,87
1584520,Female,Nashville,Tennessee,United States,North America,33
1584831,Male,Seattle,Washington,United States,North America,38
1584962,Male,Jackson,Mississippi,United States,North America,53
1585026,Male,White River Junction,Vermont,United States,North America,67
1585030,Female,Worthington,Ohio,United States,North America,78
1585039,Male,Upper Marlboro,Maryland,United States,North America,25
1585075,Male,Jacksonville,Florida,United States,North America,42
1585149,Female,Grand Rapids,Michigan,United States,North America,87
1585185,Male,Akron,Ohio,United States,North America,73
1585352,Male,Phoenix,Arizona,United States,North America,45
1585631,Male,Camden,New Jersey,United States,North America,78
1585758,Male,Gilbert,Arizona,United States,North America,29
1585780,Male,Eagleville,Pennsylvania,United States,North America,47
1585839,Female,Doral,Florida,United States,North America,73
1585904,Female,Annapolis,Maryland,United States,North America,77
1585932,Female,Herbertsville,New Jersey,United States,North America,76
1586224,Male,Buffalo,New York,United States,North America,55
1586325,Female,Republic,Kansas,United States,North America,49
1586481,Female,Arlington Heights,Illinois,United States,North America,27
1586491,Female,Heber City,Utah,United States,North America,37
1586575,Male,Louisville,Kentucky,United States,North America,50
1586587,Female,Boston,Massachusetts,United States,North America,45
1586604,Male,Laurel,Maryland,United States,North America,64
1586620,Male,Hill City,Kansas,United States,North America,55
1586796,Male,Framingham,Massachusetts,United States,North America,82
1587170,Female,Rochester,Minnesota,United States,North America,32
1587252,Female,Reston,Maryland,United States,North America,87
1587267,Female,San Francisco,California,United States,North America,61
1587288,Male,Chicago,Illinois,United States,North America,83
1587485,Female,Minneapolis,Minnesota,United States,North America,23
1587505,Female,Lexington,Kentucky,United States,North America,56
1587609,Female,Sacramento,California,United States,North America,45
1587863,Female,Mcdade,Texas,United States,North America,23
1588014,Female,Battle Creek,Michigan,United States,North America,27
1588361,Male,Nicholasville,Kentucky,United States,North America,62
1588395,Female,Manchester,Missouri,United States,North America,50
1588449,Female,Waltham,Massachusetts,United States,North America,68
1588479,Female,Litchfield Park,Arizona,United States,North America,50
1588825,Male,Seattle,Washington,United States,North America,76
1589180,Male,Boston,Massachusetts,United States,North America,39
1589348,Male,Pittsburgh,Pennsylvania,United States,North America,23
1589387,Female,Northglenn,Colorado,United States,North America,57
1589415,Male,Detroit,Michigan,United States,North America,66
1589445,Female,Camden,New Jersey,United States,North America,67
1589664,Male,Mcloud,Oklahoma,United States,North America,79
1589671,Male,Westbury,New York,United States,North America,31
1589810,Male,Tallahassee,Florida,United States,North America,46
1589929,Female,Lake City,South Carolina,United States,North America,44
1589934,Female,Tallahassee,Florida,United States,North America,51
1589958,Male,New York,New York,United States,North America,88
1590155,Female,Sunburg,Minnesota,United States,North America,68
1590257,Male,Albuquerque,New Mexico,United States,North America,49
1590518,Male,Omaha,Nebraska,United States,North America,31
1590619,Male,Mount Zion,Wisconsin,United States,North America,26
1590912,Male,Concord,California,United States,North America,39
1590949,Female,Lawrence,Kansas,United States,North America,80
1591113,Female,Santa Clara,California,United States,North America,61
1591346,Female,Ft Lauderdale,Florida,United States,North America,42
1591484,Female,New York,New York,United States,North America,85
1591550,Female,Saint Louis,Missouri,United States,North America,54
1591588,Female,Greeneville,Tennessee,United States,North America,70
1591623,Male,Chicago,Illinois,United States,North America,59
1591654,Female,Durant,Oklahoma,United States,North America,22
1591733,Male,Carney,Michigan,United States,North America,27
1591779,Female,New York,New York,United States,North America,83
1591782,Female,Minneapolis,Minnesota,United States,North America,82
1591884,Male,Toano,Virginia,United States,North America,63
1591998,Female,Indianapolis,Indiana,United States,North America,52
1592095,Female,Rehoboth,Massachusetts,United States,North America,39
1592128,Male,Kewaskum,Wisconsin,United States,North America,60
1592197,Female,Orlando,Florida,United States,North America,67
1592335,Male,Hattiesburg,Mississippi,United States,North America,44
1592367,Female,Marietta,Georgia,United States,North America,30
1592400,Male,Ocean Park,Washington,United States,North America,54
1592559,Female,Kanab,Utah,United States,North America,22
1592592,Female,Houston,Texas,United States,North America,71
1592641,Female,Tempe,Arizona,United States,North America,75
1592800,Female,Indianapolis,Indiana,United States,North America,83
1592879,Female,New Berlin,Wisconsin,United States,North America,45
1592930,Male,Blairs,Virginia,United States,North America,41
1593111,Female,Winter Haven,Florida,United States,North America,33
1593191,Female,Greensboro,North Carolina,United States,North America,30
1593234,Female,Memphis,Missouri,United States,North America,32
1593756,Female,Hayesville,Ohio,United States,North America,56
1593888,Male,Phoenix,Arizona,United States,North America,31
1594010,Male,Houston,Texas,United States,North America,27
1594074,Female,North Wilkesboro,North Carolina,United States,North America,80
1594267,Female,Philadelphia,Pennsylvania,United States,North America,88
1594272,Male,Wawaka,Indiana,United States,North America,25
1594290,Male,Harlingen,Texas,United States,North America,72
1594429,Female,Louisville,Kentucky,United States,North America,64
1594465,Female,Allen,Kentucky,United States,North America,54
1594579,Female,New York,New York,United States,North America,87
1594791,Male,Little Rock,Arkansas,United States,North America,25
1594822,Female,Polk City,Florida,United States,North America,59
1594853,Male,Bellflower,California,United States,North America,60
1594919,Female,Manchester,New Hampshire,United States,North America,33
1594939,Male,Los Angeles,California,United States,North America,24
1595354,Male,Boy River,Minnesota,United States,North America,26
1595386,Male,Sunnyvale,California,United States,North America,77
1595510,Male,Lubbock,Texas,United States,North America,33
1595518,Male,Burr Ridge,Illinois,United States,North America,40
1595533,Female,Lafayette,Louisiana,United States,North America,73
1595569,Male,Asheboro,North Carolina,United States,North America,52
1595616,Male,Johnstown,Pennsylvania,United States,North America,71
1595646,Female,Bloomfield Township,Michigan,United States,North America,38
1595731,Female,Santa Clara,California,United States,North America,86
1596027,Female,Austin,Texas,United States,North America,54
1596238,Male,Ventura,California,United States,North America,41
1596264,Male,Tampa,Florida,United States,North America,64
1596639,Female,Hillsboro,Oregon,United States,North America,77
1596830,Female,Table Grove,Illinois,United States,North America,62
1596943,Female,Plymouth,Minnesota,United States,North America,86
1597238,Female,San Jose,California,United States,North America,69
1597288,Female,Providence,Rhode Island,United States,North America,48
1597329,Female,Carrollton,Texas,United States,North America,36
1597913,Female,Strawn,Illinois,United States,North America,74
1598422,Female,Beaver,Alaska,United States,North America,68
1598675,Female,Montgomery,Alabama,United States,North America,67
1598894,Male,Jackson,Mississippi,United States,North America,51
1598996,Male,Anaheim,California,United States,North America,55
1599193,Male,Boyertown,Pennsylvania,United States,North America,73
1599307,Female,Penns Neck,New Jersey,United States,North America,26
1599316,Male,Oklahoma City,Oklahoma,United States,North America,81
1599489,Male,Hatton,Missouri,United States,North America,56
1599568,Female,Bismarck,North Dakota,United States,North America,51
1599683,Male,Mayfield Heights,Ohio,United States,North America,38
1599697,Female,Springfield,Massachusetts,United States,North America,36
1599716,Male,Toledo,Ohio,United States,North America,24
1599863,Female,El Paso,Texas,United States,North America,48
1599869,Female,King Salmon,Alaska,United States,North America,34
1599966,Male,Louisville,Kentucky,United States,North America,50
1599978,Male,Las Vegas,Nevada,United States,North America,65
1600031,Male,Byron Center,Michigan,United States,North America,83
1600297,Male,Houston,Texas,United States,North America,46
1600419,Male,Houston,Texas,United States,North America,52
1600646,Female,Dothan,Alabama,United States,North America,41
1600674,Male,Florence,South Carolina,United States,North America,54
1600939,Male,Rockford,Illinois,United States,North America,63
1600965,Male,Stockton,California,United States,North America,59
1601116,Male,Freehold,New Jersey,United States,North America,46
1601250,Male,Mcallen,Texas,United States,North America,82
1601287,Male,Franklin,Vermont,United States,North America,57
1601341,Female,Kansas City,Missouri,United States,North America,75
1601387,Female,Madison,Kansas,United States,North America,30
1601425,Male,Chicago,Illinois,United States,North America,46
1601798,Female,Sedro Woolley,Washington,United States,North America,62
1601867,Male,Grand Rapids,Michigan,United States,North America,77
1602280,Male,Raleigh,North Carolina,United States,North America,37
1602419,Male,Dallas,Texas,United States,North America,85
1602426,Male,Washington,Maryland,United States,North America,35
1602459,Male,Englewood,Colorado,United States,North America,79
1602496,Male,New York,New York,United States,North America,24
1602848,Male,Fredericksburg,Virginia,United States,North America,43
1603055,Male,Moundridge,Kansas,United States,North America,80
1603102,Male,Woburn,Massachusetts,United States,North America,72
1603126,Male,New Haven,Connecticut,United States,North America,57
1603158,Male,Marlboro,Massachusetts,United States,North America,69
1603395,Female,Kenner,Louisiana,United States,North America,28
1603545,Male,Lake Los Angeles,California,United States,North America,27
1603672,Male,Salt Lick,Kentucky,United States,North America,69
1604035,Female,Miramar,Florida,United States,North America,25
1604064,Male,Covington,Louisiana,United States,North America,22
1604181,Male,Warrensburg,Illinois,United States,North America,34
1604320,Female,Memphis,Tennessee,United States,North America,87
1604366,Female,Plainfield,New Jersey,United States,North America,42
1604371,Male,Island Lake,Minnesota,United States,North America,36
1604393,Male,Ross,North Dakota,United States,North America,33
1604428,Female,Appleton,Wisconsin,United States,North America,84
1605025,Female,San Francisco,California,United States,North America,25
1605063,Male,Freeport,New York,United States,North America,47
1605189,Female,Tallahassee,Florida,United States,North America,61
1605191,Female,New York,New York,United States,North America,31
1605337,Male,Philadelphia,Pennsylvania,United States,North America,54
1605350,Female,Savage,Washington DC,United States,North America,38
1605500,Female,Detroit,Michigan,United States,North America,85
1605807,Female,Portland,Oregon,United States,North America,77
1606396,Male,Baton Rouge,Louisiana,United States,North America,39
1606420,Male,Louisville,Kentucky,United States,North America,34
1606480,Female,West Palm Beach,Florida,United States,North America,87
1606628,Female,Athens,Tennessee,United States,North America,84
1606629,Female,Rockwall,Texas,United States,North America,26
1606675,Male,Evanston,Illinois,United States,North America,24
1606765,Female,Marquette,Michigan,United States,North America,48
1606767,Male,Miller,Missouri,United States,North America,41
1606792,Female,Saint Joseph,Missouri,United States,North America,37
1606868,Male,Houston,Texas,United States,North America,82
1607033,Female,Ohatchee,Alabama,United States,North America,87
1607034,Male,Helena,Montana,United States,North America,39
1607152,Female,Buffalo Grove,Illinois,United States,North America,64
1607269,Male,Double Springs,Alabama,United States,North America,49
1607584,Male,Chicago,Illinois,United States,North America,55
1608129,Female,Little Ferry,New Jersey,United States,North America,87
1608153,Female,Breckenridge,Colorado,United States,North America,77
1608259,Male,Jackson,Mississippi,United States,North America,27
1608505,Male,Chester Heights,Pennsylvania,United States,North America,36
1608553,Male,Mandeville,Louisiana,United States,North America,60
1608642,Female,Bennington,Vermont,United States,North America,28
1608686,Male,Mountain View,California,United States,North America,39
1608818,Female,Newark,New Jersey,United States,North America,68
1609030,Female,Pleasantville,New Jersey,United States,North America,44
1609142,Female,Gulfport,Mississippi,United States,North America,51
1609149,Female,Midland,Texas,United States,North America,31
1609162,Male,San Antonio,Texas,United States,North America,45
1609340,Female,Jupiter,Florida,United States,North America,52
1609370,Female,Glendale,Ohio,United States,North America,80
1609568,Female,Quincy,Massachusetts,United States,North America,54
1609589,Male,San Francisco,California,United States,North America,45
1609703,Female,Cleveland,Tennessee,United States,North America,42
1609870,Female,Foxboro,Massachusetts,United States,North America,51
1610011,Male,Columbia,Missouri,United States,North America,25
1610072,Female,Pocatello,Idaho,United States,North America,69
1610092,Female,San Jose,California,United States,North America,62
1610098,Female,Loveland,Colorado,United States,North America,44
1610147,Female,Springfield,Massachusetts,United States,North America,58
1610211,Male,Cookeville,Tennessee,United States,North America,72
1610770,Male,Everett,Washington,United States,North America,83
1610904,Female,Milltown,Indiana,United States,North America,43
1611379,Female,Monroeville,Pennsylvania,United States,North America,38
1611553,Male,Birmingham,Alabama,United States,North America,58
1611742,Male,Youngstown,Florida,United States,North America,38
1611777,Female,Teterboro,New Jersey,United States,North America,46
1611795,Female,Detroit,Michigan,United States,North America,56
1611874,Female,San Diego,California,United States,North America,70
1611906,Female,Grand Rapids,Michigan,United States,North America,38
1611938,Male,Whitehouse,New Jersey,United States,North America,36
1612400,Male,Arlington Heights,Illinois,United States,North America,65
1612490,Female,Palmetto,Florida,United States,North America,73
1612496,Male,Seattle,Washington,United States,North America,86
1612511,Female,Schenectady,New York,United States,North America,47
1612618,Male,Sarasota,Florida,United States,North America,73
1612752,Male,Birmingham,Michigan,United States,North America,77
1613129,Male,Lawrenceville,Georgia,United States,North America,51
1613178,Female,New Brunswick,New Jersey,United States,North America,28
1613285,Male,Steubenville,Ohio,United States,North America,36
1613362,Male,El Paso,Texas,United States,North America,81
1613518,Female,Farmington Hills,Michigan,United States,North America,76
1613605,Female,Dodge City,Kansas,United States,North America,82
1613767,Female,Beltsville,Virginia,United States,North America,62
1613977,Male,Rochelle Park,New Jersey,United States,North America,66
1614019,Male,Wilson,Arkansas,United States,North America,82
1614150,Female,Willoughby,Ohio,United States,North America,23
1614172,Female,San Diego,California,United States,North America,52
1614302,Male,Sacramento,California,United States,North America,80
1614307,Male,Raleigh,North Carolina,United States,North America,52
1614592,Female,Chicago,Illinois,United States,North America,72
1615113,Female,Raleigh,North Carolina,United States,North America,81
1615254,Female,Reno,Nevada,United States,North America,86
1615340,Male,Nucla,Colorado,United States,North America,27
1615716,Male,Waldorf,Maryland,United States,North America,52
1615839,Male,Durham,North Carolina,United States,North America,51
1616131,Male,Mc Kinney,Texas,United States,North America,53
1616162,Female,Grand Island,Nebraska,United States,North America,52
1616350,Male,Muscoy,California,United States,North America,88
1616392,Male,Pennsville,New Jersey,United States,North America,39
1616456,Female,Burlingame,California,United States,North America,60
1616678,Male,Memphis,Tennessee,United States,North America,85
1616770,Male,Springfield,Massachusetts,United States,North America,42
1616811,Female,Burbank,California,United States,North America,30
1617106,Female,Poughkeepsie,New York,United States,North America,71
1617142,Female,Los Angeles,California,United States,North America,35
1617201,Female,Los Angeles,California,United States,North America,44
1617755,Female,Tyler,Texas,United States,North America,67
1617935,Female,Winter Haven,Florida,United States,North America,84
1618133,Female,Oakland,California,United States,North America,38
1618221,Female,Seattle,Washington,United States,North America,46
1618248,Male,Larkspur,California,United States,North America,69
1618288,Female,Donaldsonville,Louisiana,United States,North America,88
1618347,Female,Tampa,Florida,United States,North America,29
1618469,Female,Fenton,Missouri,United States,North America,44
1618514,Female,Baltimore,Maryland,United States,North America,51
1618579,Female,Bay Minette,Alabama,United States,North America,41
1618654,Male,San Antonio,Texas,United States,North America,74
1618759,Male,Golden Valley,Minnesota,United States,North America,66
1618878,Female,Mobile,Alabama,United States,North America,52
1618921,Male,Portland,Oregon,United States,North America,73
1618950,Male,Fresno,California,United States,North America,85
1619001,Male,Philadelphia,Delaware,United States,North America,26
1619118,Male,Bedford,Massachusetts,United States,North America,76
1619613,Female,Hawley Lake,Arizona,United States,North America,31
1620094,Male,Great Falls,Montana,United States,North America,71
1620151,Male,Shaker Heights,Ohio,United States,North America,40
1620519,Female,Colton,California,United States,North America,87
1620615,Male,Albemarle,North Carolina,United States,North America,60
1620629,Female,Hanapepe,Hawaii,United States,North America,48
1621290,Male,Southfield,Michigan,United States,North America,68
1621370,Female,Elizabeth,New Jersey,United States,North America,71
